"Age Category","Income Category","Race Category","Sex Category","Year","ID","Name","Demographic Group: Number","Demographic Group: MOE","Uninsured: Number","Uninsured: MOE","Uninsured: %","Uninsured: %MOE","Insured: Number","Insured: MOE","Insured: %","Insured: %MOE"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35021","Harding County, NM","192","0","14","4","7.3","2.1","178","4","92.7","2.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35021","Harding County, NM","191","0","27","6","14.1","3.1","164","6","85.9","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35021","Harding County, NM","197","0","43","8","21.8","4.1","154","8","78.2","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35021","Harding County, NM","207","0","50","9","23.9","4.2","158","9","76.1","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35021","Harding County, NM","204","0","43","8","20.8","3.9","162","8","79.2","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35021","Harding County, NM","203","0","49","9","24.3","4.5","154","9","75.7","4.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35023","Hidalgo County, NM","936","0","87","25","9.3","2.7","849","25","90.7","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35023","Hidalgo County, NM","949","0","101","27","10.6","2.8","848","27","89.4","2.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35023","Hidalgo County, NM","967","0","133","29","13.8","3.0","834","29","86.2","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35023","Hidalgo County, NM","977","0","189","35","19.3","3.6","788","35","80.7","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35023","Hidalgo County, NM","1,007","0","198","37","19.7","3.7","809","37","80.3","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35023","Hidalgo County, NM","998","0","218","41","21.8","4.1","780","41","78.2","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35023","Hidalgo County, NM","983","0","216","43","22.0","4.4","767","43","78.0","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35025","Lea County, NM","11,135","0","1,176","279","10.6","2.5","9,959","279","89.4","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35025","Lea County, NM","11,320","0","1,292","281","11.4","2.5","10,028","281","88.6","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35025","Lea County, NM","11,261","0","1,545","297","13.7","2.6","9,716","297","86.3","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35025","Lea County, NM","11,038","0","2,001","325","18.1","2.9","9,037","325","81.9","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35025","Lea County, NM","10,881","0","2,026","326","18.6","3.0","8,854","326","81.4","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35025","Lea County, NM","10,797","0","2,191","351","20.3","3.3","8,605","351","79.7","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35025","Lea County, NM","10,502","0","1,930","337","18.4","3.2","8,571","337","81.6","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35027","Lincoln County, NM","4,726","0","529","144","11.2","3.0","4,197","144","88.8","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35027","Lincoln County, NM","4,858","0","675","153","13.9","3.1","4,183","153","86.1","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35027","Lincoln County, NM","5,020","0","844","167","16.8","3.3","4,176","167","83.2","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35027","Lincoln County, NM","5,171","0","1,335","199","25.8","3.8","3,836","199","74.2","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35027","Lincoln County, NM","5,396","0","1,266","197","23.5","3.6","4,130","197","76.5","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35027","Lincoln County, NM","5,566","0","1,414","220","25.4","4.0","4,152","220","74.6","4.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35027","Lincoln County, NM","5,545","0","1,201","207","21.7","3.7","4,344","207","78.3","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35028","Los Alamos County, NM","4,204","0","75","23","1.8","0.5","4,129","23","98.2","0.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35028","Los Alamos County, NM","4,228","0","76","22","1.8","0.5","4,152","22","98.2","0.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35028","Los Alamos County, NM","4,160","0","97","25","2.3","0.6","4,063","25","97.7","0.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35028","Los Alamos County, NM","4,175","0","154","34","3.7","0.8","4,021","34","96.3","0.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35028","Los Alamos County, NM","4,409","0","168","61","3.8","1.4","4,241","61","96.2","1.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35028","Los Alamos County, NM","4,482","0","153","65","3.4","1.4","4,329","65","96.6","1.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35028","Los Alamos County, NM","4,457","0","142","65","3.2","1.4","4,315","65","96.8","1.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35029","Luna County, NM","4,198","0","575","159","13.7","3.8","3,623","159","86.3","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35029","Luna County, NM","4,301","0","593","149","13.8","3.5","3,708","149","86.2","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35029","Luna County, NM","4,415","0","755","150","17.1","3.4","3,660","150","82.9","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35029","Luna County, NM","4,484","0","1,124","187","25.1","4.2","3,360","187","74.9","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35029","Luna County, NM","4,509","0","1,082","177","24.0","3.9","3,427","177","76.0","3.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35029","Luna County, NM","4,642","0","1,250","201","26.9","4.3","3,392","201","73.1","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35029","Luna County, NM","4,652","0","1,182","205","25.4","4.4","3,470","205","74.6","4.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35031","McKinley County, NM","12,736","0","2,435","447","19.1","3.5","10,301","447","80.9","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35031","McKinley County, NM","12,902","0","2,751","462","21.3","3.6","10,151","462","78.7","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35031","McKinley County, NM","12,714","0","4,084","535","32.1","4.2","8,630","535","67.9","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35031","McKinley County, NM","12,619","0","4,142","503","32.8","4.0","8,477","503","67.2","4.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35031","McKinley County, NM","12,516","0","4,233","462","33.8","3.7","8,283","462","66.2","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35031","McKinley County, NM","12,374","0","4,040","504","32.6","4.1","8,334","504","67.4","4.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35031","McKinley County, NM","12,283","0","4,043","514","32.9","4.2","8,241","514","67.1","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35033","Mora County, NM","1,111","0","109","33","9.8","3.0","1,002","33","90.2","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35033","Mora County, NM","1,145","0","128","35","11.2","3.1","1,017","35","88.8","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35033","Mora County, NM","1,171","0","191","44","16.3","3.8","980","44","83.7","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35033","Mora County, NM","1,220","0","299","55","24.5","4.5","921","55","75.5","4.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35033","Mora County, NM","1,222","0","270","52","22.1","4.2","952","52","77.9","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35033","Mora County, NM","1,265","0","307","58","24.3","4.6","958","58","75.7","4.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35033","Mora County, NM","1,215","0","257","53","21.1","4.3","958","53","78.9","4.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35035","Otero County, NM","11,733","0","1,316","306","11.2","2.6","10,417","306","88.8","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35035","Otero County, NM","11,746","0","1,676","349","14.3","3.0","10,070","349","85.7","3.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35035","Otero County, NM","11,886","0","2,063","371","17.4","3.1","9,823","371","82.6","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35035","Otero County, NM","12,017","0","2,641","410","22.0","3.4","9,376","410","78.0","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35035","Otero County, NM","12,175","0","2,889","413","23.7","3.4","9,285","413","76.3","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35035","Otero County, NM","12,169","0","2,633","413","21.6","3.4","9,536","413","78.4","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35035","Otero County, NM","11,952","0","2,578","435","21.6","3.6","9,374","435","78.4","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35037","Quay County, NM","1,860","0","155","45","8.3","2.4","1,705","45","91.7","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35037","Quay County, NM","1,931","0","175","44","9.1","2.3","1,756","44","90.9","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35037","Quay County, NM","1,935","0","279","60","14.4","3.1","1,656","60","85.6","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35037","Quay County, NM","2,010","0","375","70","18.7","3.5","1,635","70","81.3","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35037","Quay County, NM","2,060","0","378","70","18.4","3.4","1,681","70","81.6","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35037","Quay County, NM","2,128","0","460","81","21.6","3.8","1,668","81","78.4","3.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35037","Quay County, NM","2,093","0","454","87","21.7","4.2","1,639","87","78.3","4.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35039","Rio Arriba County, NM","8,504","0","952","218","11.2","2.6","7,552","218","88.8","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35039","Rio Arriba County, NM","8,538","0","1,357","270","15.9","3.2","7,181","270","84.1","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35039","Rio Arriba County, NM","8,631","0","1,581","271","18.3","3.1","7,050","271","81.7","3.1"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35039","Rio Arriba County, NM","8,657","0","2,070","291","23.9","3.4","6,587","291","76.1","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35039","Rio Arriba County, NM","8,733","0","2,110","284","24.2","3.2","6,623","284","75.8","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35039","Rio Arriba County, NM","8,748","0","1,967","292","22.5","3.3","6,781","292","77.5","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35039","Rio Arriba County, NM","8,558","0","1,936","291","22.6","3.4","6,622","291","77.4","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35041","Roosevelt County, NM","2,948","0","287","80","9.7","2.7","2,661","80","90.3","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35041","Roosevelt County, NM","2,991","0","338","80","11.3","2.7","2,653","80","88.7","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35041","Roosevelt County, NM","3,006","0","470","97","15.6","3.2","2,536","97","84.4","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35041","Roosevelt County, NM","3,075","0","610","108","19.8","3.5","2,465","108","80.2","3.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35041","Roosevelt County, NM","3,183","0","616","109","19.4","3.4","2,566","109","80.6","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35041","Roosevelt County, NM","3,084","0","677","114","22.0","3.7","2,407","114","78.0","3.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35041","Roosevelt County, NM","3,093","0","581","111","18.8","3.6","2,513","111","81.2","3.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35043","Sandoval County, NM","29,033","0","2,591","503","8.9","1.7","26,442","503","91.1","1.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35043","Sandoval County, NM","28,749","0","2,789","511","9.7","1.8","25,960","511","90.3","1.8"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35043","Sandoval County, NM","28,442","0","3,672","579","12.9","2.0","24,770","579","87.1","2.0"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35043","Sandoval County, NM","28,401","0","4,905","668","17.3","2.4","23,496","668","82.7","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35043","Sandoval County, NM","28,259","0","4,961","639","17.6","2.3","23,298","639","82.4","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35043","Sandoval County, NM","27,945","0","4,485","654","16.0","2.3","23,460","654","84.0","2.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35043","Sandoval County, NM","27,280","0","4,155","646","15.2","2.4","23,125","646","84.8","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35045","San Juan County, NM","22,074","0","3,408","590","15.4","2.7","18,666","590","84.6","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35045","San Juan County, NM","22,776","0","3,838","599","16.9","2.6","18,938","599","83.1","2.6"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35045","San Juan County, NM","23,475","0","3,985","587","17.0","2.5","19,490","587","83.0","2.5"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35045","San Juan County, NM","23,797","0","5,437","684","22.8","2.9","18,360","684","77.2","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35045","San Juan County, NM","23,962","0","5,489","638","22.9","2.7","18,473","638","77.1","2.7"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35045","San Juan County, NM","23,685","0","5,706","695","24.1","2.9","17,979","695","75.9","2.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35045","San Juan County, NM","23,800","0","5,746","762","24.1","3.2","18,054","762","75.9","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35047","San Miguel County, NM","6,134","0","508","145","8.3","2.4","5,626","145","91.7","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35047","San Miguel County, NM","6,288","0","593","149","9.4","2.4","5,695","149","90.6","2.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2014","35047","San Miguel County, NM","6,396","0","920","202","14.4","3.2","5,476","202","85.6","3.2"
"50 to 64 years","All Incomes","All Races","Both Sexes","2013","35047","San Miguel County, NM","6,454","0","1,246","217","19.3","3.4","5,208","217","80.7","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2012","35047","San Miguel County, NM","6,417","0","1,260","214","19.6","3.3","5,157","214","80.4","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2011","35047","San Miguel County, NM","6,521","0","1,256","220","19.3","3.4","5,265","220","80.7","3.4"
"50 to 64 years","All Incomes","All Races","Both Sexes","2010","35047","San Miguel County, NM","6,381","0","1,138","213","17.8","3.3","5,243","213","82.2","3.3"
"50 to 64 years","All Incomes","All Races","Both Sexes","2016","35049","Santa Fe County, NM","33,715","0","3,633","649","10.8","1.9","30,082","649","89.2","1.9"
"50 to 64 years","All Incomes","All Races","Both Sexes","2015","35049","Santa Fe County, NM","34,494","0","3,616","599","10.5","1.7","30,878","599","89.5","1.7"
